Student_ID,Name,Email,Preferred_Domain,JEE_Score,Admission_Enquiry
STU04448,Ishwar Swaminathan,ishwar.swaminathan@college.edu,IT,264,BTech
STU04449,Madhavi Muni,madhavi.muni@college.edu,AI_ML,145,BTech
STU04450,Panini Gill,panini.gill@college.edu,Data_Science,53,BTech
STU04451,Kiaan Bali,kiaan.bali@college.edu,Data_Science,139,BTech
STU04452,Bishakha Hari,bishakha.hari@college.edu,Cyber_Security,263,BTech
STU04453,Yuvraj Arora,yuvraj.arora@college.edu,Electronics,206,BTech
STU04454,Gauri Sibal,gauri.sibal@college.edu,Data_Science,164,BTech
STU04455,Gavin Dalal,gavin.dalal@college.edu,IT,118,BTech
STU04456,Chakradhar Issac,chakradhar.issac@college.edu,Data_Science,122,MTech
STU04457,Rachit Barman,rachit.barman@college.edu,Civil_Engineering,175,BTech
STU04458,David Devi,david.devi@college.edu,AI_ML,94,BTech
STU04459,Vincent Bedi,vincent.bedi@college.edu,Computer_Science,173,MTech
STU04460,Chakrika Khurana,chakrika.khurana@college.edu,Mechanical,263,MTech
STU04461,Saksham Kale,saksham.kale@college.edu,Cyber_Security,103,MTech
STU04462,Kashvi Dada,kashvi.dada@college.edu,Aeronautical_Engineering,70,BTech
STU04463,Victor Dara,victor.dara@college.edu,Aeronautical_Engineering,55,BTech
STU04464,Vamakshi Prashad,vamakshi.prashad@college.edu,IT,157,BTech
STU04465,Upasna Randhawa,upasna.randhawa@college.edu,AI_ML,116,MTech
STU04466,Hiral Khalsa,hiral.khalsa@college.edu,Civil_Engineering,30,BTech
STU04467,Ayush Barad,ayush.barad@college.edu,Data_Science,256,BTech
STU04468,Oeshi Prabhu,oeshi.prabhu@college.edu,Mechanical,115,MTech
STU04469,Ekalinga Pall,ekalinga.pall@college.edu,Computer_Science,80,BTech
STU04470,Ridhi Rama,ridhi.rama@college.edu,AI_ML,95,BTech
STU04471,Gunbir Krishnamurthy,gunbir.krishnamurthy@college.edu,Civil_Engineering,165,BTech
STU04472,Lajita Goyal,lajita.goyal@college.edu,Mechanical,115,BTech
STU04473,Laksh Uppal,laksh.uppal@college.edu,Civil_Engineering,167,BTech
STU04474,Udyati Ben,udyati.ben@college.edu,Electronics,124,BTech
STU04475,Max Gala,max.gala@college.edu,Electronics,133,BTech
STU04476,Wakeeta Mangat,wakeeta.mangat@college.edu,Mechanical,75,BTech
STU04477,Pahal Talwar,pahal.talwar@college.edu,Aeronautical_Engineering,146,BTech
STU04478,Darsh Dixit,darsh.dixit@college.edu,AI_ML,170,BTech
STU04479,Isha Lad,isha.lad@college.edu,Aeronautical_Engineering,164,BTech
STU04480,Tamanna Mani,tamanna.mani@college.edu,IT,112,MTech
STU04481,Vinaya Borde,vinaya.borde@college.edu,Civil_Engineering,146,BTech
STU04482,Orinder Kunda,orinder.kunda@college.edu,IT,211,BTech
STU04483,Barkha Yogi,barkha.yogi@college.edu,Civil_Engineering,293,MTech
STU04484,Arin Wadhwa,arin.wadhwa@college.edu,AI_ML,176,MTech
STU04485,Nathaniel Karnik,nathaniel.karnik@college.edu,Computer_Science,175,MTech
STU04486,Xiti Dhar,xiti.dhar@college.edu,IT,93,MTech
STU04487,Megha Gulati,megha.gulati@college.edu,Computer_Science,122,BTech
STU04488,Rishi Lala,rishi.lala@college.edu,Computer_Science,53,BTech
STU04489,Warinder Naidu,warinder.naidu@college.edu,Electronics,61,BTech
STU04490,Aayush Sridhar,aayush.sridhar@college.edu,Civil_Engineering,198,BTech
STU04491,Chanchal Thaman,chanchal.thaman@college.edu,Electronics,45,BTech
STU04492,Kamala Sarin,kamala.sarin@college.edu,Cyber_Security,138,BTech
STU04493,Mahika Tank,mahika.tank@college.edu,Data_Science,36,BTech
STU04494,Idika Sahota,idika.sahota@college.edu,Cyber_Security,75,BTech
STU04495,Divya Kurian,divya.kurian@college.edu,Data_Science,114,BTech
STU04496,Harinakshi Chanda,harinakshi.chanda@college.edu,AI_ML,264,BTech
STU04497,Harish Pai,harish.pai@college.edu,AI_ML,51,BTech
STU04498,Wakeeta Sharaf,wakeeta.sharaf@college.edu,Aeronautical_Engineering,160,BTech
STU04499,Ayushman Nayak,ayushman.nayak@college.edu,Aeronautical_Engineering,164,BTech
STU04500,Sarthak Magar,sarthak.magar@college.edu,Cyber_Security,211,BTech
STU04501,Jason Chad,jason.chad@college.edu,Cyber_Security,147,BTech
STU04502,Yagnesh Borah,yagnesh.borah@college.edu,Electronics,130,BTech
STU04503,Tamanna Sastry,tamanna.sastry@college.edu,Mechanical,86,BTech
STU04504,Parth Sangha,parth.sangha@college.edu,Electronics,99,BTech
STU04505,Aarush Bansal,aarush.bansal@college.edu,IT,291,BTech
STU04506,Chanchal Bawa,chanchal.bawa@college.edu,Mechanical,75,BTech
STU04507,Kiaan Setty,kiaan.setty@college.edu,Aeronautical_Engineering,135,BTech
STU04508,Damini Bhatti,damini.bhatti@college.edu,IT,197,MTech
STU04509,Radha Sankaran,radha.sankaran@college.edu,Data_Science,172,MTech
STU04510,William Kapoor,william.kapoor@college.edu,Computer_Science,115,BTech
STU04511,Bhavna Ahuja,bhavna.ahuja@college.edu,Computer_Science,157,BTech
STU04512,Zilmil Dash,zilmil.dash@college.edu,Cyber_Security,72,BTech
STU04513,Joshua Balay,joshua.balay@college.edu,Civil_Engineering,250,MTech
STU04514,Tanish Barad,tanish.barad@college.edu,IT,86,BTech
STU04515,Fiyaz Lal,fiyaz.lal@college.edu,AI_ML,130,BTech
STU04516,Triveni Deshmukh,triveni.deshmukh@college.edu,IT,84,MTech
STU04517,Chanakya Datta,chanakya.datta@college.edu,IT,230,MTech
STU04518,Damyanti Johal,damyanti.johal@college.edu,Civil_Engineering,82,BTech
STU04519,Triveni Menon,triveni.menon@college.edu,IT,98,MTech
STU04520,Dev Shroff,dev.shroff@college.edu,Aeronautical_Engineering,258,BTech
STU04521,Vaishnavi Bail,vaishnavi.bail@college.edu,Computer_Science,170,BTech
STU04522,Abeer Naidu,abeer.naidu@college.edu,Data_Science,34,BTech
STU04523,Arya Pillay,arya.pillay@college.edu,Civil_Engineering,120,BTech
STU04524,Vansha Maharaj,vansha.maharaj@college.edu,Mechanical,149,BTech
STU04525,Kiaan Khurana,kiaan.khurana@college.edu,Data_Science,229,BTech
STU04526,Sai Lata,sai.lata@college.edu,Civil_Engineering,102,BTech
STU04527,Joshua Pillai,joshua.pillai@college.edu,Computer_Science,52,BTech
STU04528,Gaurika Dugal,gaurika.dugal@college.edu,Mechanical,151,MTech
STU04529,Amara Mital,amara.mital@college.edu,IT,135,MTech
STU04530,Omaja Tandon,omaja.tandon@college.edu,Civil_Engineering,92,MTech
STU04531,Aarav Varkey,aarav.varkey@college.edu,Cyber_Security,153,BTech
STU04532,Ladli Deshmukh,ladli.deshmukh@college.edu,AI_ML,276,BTech
STU04533,Harini Sachar,harini.sachar@college.edu,Electronics,41,BTech
STU04534,Sathvik Ratti,sathvik.ratti@college.edu,IT,174,BTech
STU04535,Jyoti Murty,jyoti.murty@college.edu,Mechanical,123,MTech
STU04536,Dipta Ramaswamy,dipta.ramaswamy@college.edu,IT,145,BTech
STU04537,Noah Vaidya,noah.vaidya@college.edu,AI_ML,147,BTech
STU04538,Rishi Agrawal,rishi.agrawal@college.edu,Electronics,146,BTech
STU04539,Gaurika Murty,gaurika.murty@college.edu,Aeronautical_Engineering,201,BTech
STU04540,Gaurangi Pai,gaurangi.pai@college.edu,AI_ML,297,BTech
STU04541,Falak Kamdar,falak.kamdar@college.edu,Electronics,78,BTech
STU04542,Zarna Saran,zarna.saran@college.edu,IT,94,BTech
STU04543,Dhriti Randhawa,dhriti.randhawa@college.edu,Cyber_Security,138,BTech
STU04544,Varsha Mahal,varsha.mahal@college.edu,Mechanical,38,BTech
STU04545,Mitali Dube,mitali.dube@college.edu,Computer_Science,232,MTech
STU04546,Ucchal Tiwari,ucchal.tiwari@college.edu,Electronics,87,BTech
STU04547,Vivaan Lanka,vivaan.lanka@college.edu,Electronics,159,BTech
STU04548,Abdul Cheema,abdul.cheema@college.edu,Civil_Engineering,139,BTech
STU04549,Gunbir Kalla,gunbir.kalla@college.edu,AI_ML,79,MTech
STU04550,Odika Ray,odika.ray@college.edu,IT,136,BTech
STU04551,Bhavna Shan,bhavna.shan@college.edu,Mechanical,237,BTech
STU04552,Christopher Merchant,christopher.merchant@college.edu,Electronics,220,MTech
STU04553,Anjali Khalsa,anjali.khalsa@college.edu,Cyber_Security,35,BTech
STU04554,Umang Pal,umang.pal@college.edu,Electronics,137,BTech
STU04555,Ekapad Thakkar,ekapad.thakkar@college.edu,Aeronautical_Engineering,165,BTech
STU04556,Onveer Dubey,onveer.dubey@college.edu,Computer_Science,139,BTech
STU04557,Aadi Cheema,aadi.cheema@college.edu,Electronics,166,BTech
STU04558,Vincent Oza,vincent.oza@college.edu,Aeronautical_Engineering,77,BTech
STU04559,Niharika Wadhwa,niharika.wadhwa@college.edu,AI_ML,250,BTech
STU04560,Ekalinga Date,ekalinga.date@college.edu,Computer_Science,152,MTech
STU04561,Zashil Som,zashil.som@college.edu,IT,197,BTech
STU04562,Triya Lata,triya.lata@college.edu,Computer_Science,141,BTech
STU04563,Caleb Loke,caleb.loke@college.edu,Data_Science,197,BTech
STU04564,Owen Madan,owen.madan@college.edu,Cyber_Security,120,BTech
STU04565,Udant Saha,udant.saha@college.edu,IT,190,BTech
STU04566,Christopher Contractor,christopher.contractor@college.edu,Aeronautical_Engineering,59,BTech
STU04567,Rohan Walia,rohan.walia@college.edu,Civil_Engineering,54,BTech
STU04568,Falguni Raman,falguni.raman@college.edu,Electronics,259,MTech
STU04569,Tanveer Kashyap,tanveer.kashyap@college.edu,AI_ML,287,BTech
STU04570,Eshana Karpe,eshana.karpe@college.edu,Data_Science,70,BTech
STU04571,Ansh Biswas,ansh.biswas@college.edu,Mechanical,51,BTech
STU04572,Jairaj Bhasin,jairaj.bhasin@college.edu,Electronics,105,BTech
STU04573,Jyoti Dara,jyoti.dara@college.edu,Civil_Engineering,197,BTech
STU04574,Kamala Dey,kamala.dey@college.edu,Electronics,178,BTech
STU04575,Adya Bhatt,adya.bhatt@college.edu,Mechanical,48,BTech
STU04576,Neelima Dugar,neelima.dugar@college.edu,Mechanical,170,BTech
STU04577,Azaan Kannan,azaan.kannan@college.edu,Mechanical,168,MTech
STU04578,Mohini Mani,mohini.mani@college.edu,Computer_Science,156,MTech
STU04579,Amara Bhatti,amara.bhatti@college.edu,Aeronautical_Engineering,78,BTech
STU04580,Ayush Doctor,ayush.doctor@college.edu,Civil_Engineering,169,BTech
STU04581,Vasatika Oza,vasatika.oza@college.edu,Electronics,68,BTech
STU04582,Vaishnavi Manda,vaishnavi.manda@college.edu,Cyber_Security,154,BTech
STU04583,Yashasvi Gill,yashasvi.gill@college.edu,Aeronautical_Engineering,81,MTech
STU04584,Faraj Varughese,faraj.varughese@college.edu,Data_Science,169,MTech
STU04585,Sanya Shanker,sanya.shanker@college.edu,Computer_Science,168,BTech
STU04586,Omya Mane,omya.mane@college.edu,Mechanical,61,MTech
STU04587,Oni Sampath,oni.sampath@college.edu,Mechanical,296,BTech
STU04588,Chaaya Mittal,chaaya.mittal@college.edu,Cyber_Security,32,MTech
STU04589,Advaith Majumdar,advaith.majumdar@college.edu,Data_Science,175,MTech
STU04590,Fitan Vora,fitan.vora@college.edu,Data_Science,180,BTech
STU04591,Manya Pathak,manya.pathak@college.edu,Computer_Science,181,BTech
STU04592,Yug Chaudhary,yug.chaudhary@college.edu,AI_ML,134,MTech
STU04593,Yatin Mukhopadhyay,yatin.mukhopadhyay@college.edu,Cyber_Security,119,BTech
STU04594,Chanakya Bhakta,chanakya.bhakta@college.edu,Civil_Engineering,96,BTech
STU04595,Zansi Narain,zansi.narain@college.edu,Data_Science,78,BTech
STU04596,Gaurav Anne,gaurav.anne@college.edu,Cyber_Security,148,BTech
STU04597,Fariq Rajan,fariq.rajan@college.edu,Cyber_Security,129,BTech
STU04598,Harini Char,harini.char@college.edu,Computer_Science,36,MTech
STU04599,Arya Pathak,arya.pathak@college.edu,IT,53,MTech
STU04600,Guneet Ramakrishnan,guneet.ramakrishnan@college.edu,IT,56,MTech
STU04601,Upasna Maharaj,upasna.maharaj@college.edu,Aeronautical_Engineering,96,BTech
STU04602,Leena Arya,leena.arya@college.edu,Electronics,120,BTech
STU04603,Krishna Cheema,krishna.cheema@college.edu,Mechanical,165,MTech
STU04604,Naveen Sachar,naveen.sachar@college.edu,Computer_Science,176,BTech
STU04605,Ojasvi Ramaswamy,ojasvi.ramaswamy@college.edu,Electronics,167,BTech
STU04606,Reva Reddy,reva.reddy@college.edu,AI_ML,31,MTech
STU04607,Yoshita Handa,yoshita.handa@college.edu,Aeronautical_Engineering,37,MTech
STU04608,Aadi Dayal,aadi.dayal@college.edu,Aeronautical_Engineering,57,BTech
STU04609,Manthan Mitter,manthan.mitter@college.edu,Electronics,139,BTech
STU04610,Garima Varghese,garima.varghese@college.edu,Computer_Science,99,BTech
STU04611,Michael Menon,michael.menon@college.edu,AI_ML,147,BTech
STU04612,Gopal Golla,gopal.golla@college.edu,IT,86,BTech
STU04613,Kritika Munshi,kritika.munshi@college.edu,AI_ML,54,BTech
STU04614,Kalpit Chad,kalpit.chad@college.edu,Cyber_Security,92,BTech
STU04615,Oscar Rau,oscar.rau@college.edu,Computer_Science,127,BTech
STU04616,Ridhi Mittal,ridhi.mittal@college.edu,Aeronautical_Engineering,162,BTech
STU04617,Frado Peri,frado.peri@college.edu,Cyber_Security,72,MTech
STU04618,Mason Patla,mason.patla@college.edu,Electronics,176,MTech
STU04619,Simon Sampath,simon.sampath@college.edu,Electronics,158,BTech
STU04620,Oscar Brahmbhatt,oscar.brahmbhatt@college.edu,Data_Science,54,BTech
STU04621,Chanakya Sani,chanakya.sani@college.edu,Civil_Engineering,230,MTech
STU04622,Krisha Jaggi,krisha.jaggi@college.edu,AI_ML,136,BTech
STU04623,Vyanjana Varkey,vyanjana.varkey@college.edu,AI_ML,151,BTech
STU04624,Bishakha Gera,bishakha.gera@college.edu,Cyber_Security,219,BTech
STU04625,Siya Ray,siya.ray@college.edu,IT,60,BTech
STU04626,Rohan Roy,rohan.roy@college.edu,Aeronautical_Engineering,31,BTech
STU04627,Tanay Lal,tanay.lal@college.edu,Mechanical,113,BTech
STU04628,Vedhika Nayak,vedhika.nayak@college.edu,Electronics,137,BTech
STU04629,Neha Dash,neha.dash@college.edu,AI_ML,46,BTech
STU04630,Aadi Toor,aadi.toor@college.edu,Electronics,62,BTech
STU04631,Triveni Mohanty,triveni.mohanty@college.edu,Data_Science,146,BTech
STU04632,Eesha Raman,eesha.raman@college.edu,Cyber_Security,191,BTech
STU04633,Chakradhar Parsa,chakradhar.parsa@college.edu,IT,129,MTech
STU04634,Bina Sachdeva,bina.sachdeva@college.edu,Civil_Engineering,143,BTech
STU04635,Warhi Pradhan,warhi.pradhan@college.edu,Aeronautical_Engineering,218,BTech
STU04636,Yashawini Banerjee,yashawini.banerjee@college.edu,Computer_Science,100,MTech
STU04637,Oscar Anand,oscar.anand@college.edu,Computer_Science,127,MTech
STU04638,Nitara Bawa,nitara.bawa@college.edu,Data_Science,156,BTech
STU04639,Inaya Setty,inaya.setty@college.edu,AI_ML,161,BTech
STU04640,Ikbal Khosla,ikbal.khosla@college.edu,Cyber_Security,104,MTech
STU04641,Samuel Sinha,samuel.sinha@college.edu,IT,123,BTech
STU04642,Pallavi Sagar,pallavi.sagar@college.edu,Cyber_Security,238,BTech
STU04643,Timothy Rajagopal,timothy.rajagopal@college.edu,Electronics,96,BTech
STU04644,Vivaan Ranganathan,vivaan.ranganathan@college.edu,IT,169,MTech
STU04645,Hamsini Kala,hamsini.kala@college.edu,Civil_Engineering,177,MTech
STU04646,Ekta Master,ekta.master@college.edu,AI_ML,41,BTech
STU04647,Unni Konda,unni.konda@college.edu,Mechanical,176,BTech
STU04648,Samesh Sethi,samesh.sethi@college.edu,Cyber_Security,150,MTech
STU04649,Meghana Subramanian,meghana.subramanian@college.edu,AI_ML,178,BTech
STU04650,Mahika Choudhry,mahika.choudhry@college.edu,Data_Science,91,BTech
STU04651,Sudiksha Sodhi,sudiksha.sodhi@college.edu,Computer_Science,261,BTech
STU04652,Arjun Maharaj,arjun.maharaj@college.edu,Data_Science,46,MTech
STU04653,Naveen Buch,naveen.buch@college.edu,Civil_Engineering,130,BTech
STU04654,Nidra Sandhu,nidra.sandhu@college.edu,Cyber_Security,149,BTech
STU04655,Aadhya Manne,aadhya.manne@college.edu,Civil_Engineering,123,BTech
STU04656,Watika Pal,watika.pal@college.edu,Computer_Science,40,BTech
STU04657,Madhavi Bera,madhavi.bera@college.edu,Civil_Engineering,48,BTech
STU04658,Lajita Nigam,lajita.nigam@college.edu,AI_ML,232,BTech
STU04659,Harsh Gola,harsh.gola@college.edu,Mechanical,158,BTech
STU04660,Zaitra Mandal,zaitra.mandal@college.edu,Data_Science,178,BTech
STU04661,Aarnav Chaudhry,aarnav.chaudhry@college.edu,Computer_Science,222,MTech
STU04662,Vyanjana Chakraborty,vyanjana.chakraborty@college.edu,Data_Science,280,BTech
STU04663,Akshay Panchal,akshay.panchal@college.edu,Data_Science,154,MTech
STU04664,Tanish Bal,tanish.bal@college.edu,IT,146,BTech
STU04665,Yochana Rattan,yochana.rattan@college.edu,AI_ML,139,BTech
STU04666,Ira Salvi,ira.salvi@college.edu,Cyber_Security,129,BTech
STU04667,Advik Maharaj,advik.maharaj@college.edu,Data_Science,110,BTech
STU04668,Pranav Kala,pranav.kala@college.edu,Computer_Science,128,BTech
STU04669,Anamika Vaidya,anamika.vaidya@college.edu,Electronics,142,BTech
STU04670,Charan Prasad,charan.prasad@college.edu,Cyber_Security,66,BTech
STU04671,Varsha Minhas,varsha.minhas@college.edu,IT,163,MTech
STU04672,Yadavi Mangat,yadavi.mangat@college.edu,Computer_Science,57,MTech
STU04673,Triya Chaudhari,triya.chaudhari@college.edu,Data_Science,40,BTech
STU04674,George Doshi,george.doshi@college.edu,IT,277,BTech
STU04675,Vedant Khalsa,vedant.khalsa@college.edu,Mechanical,117,BTech
STU04676,Bhavna Dugal,bhavna.dugal@college.edu,Civil_Engineering,146,BTech
STU04677,Kamala Aggarwal,kamala.aggarwal@college.edu,IT,38,BTech
STU04678,Dipta Bains,dipta.bains@college.edu,AI_ML,59,BTech
STU04679,Balveer Baria,balveer.baria@college.edu,IT,111,BTech
STU04680,Nicholas Soman,nicholas.soman@college.edu,Mechanical,42,BTech
STU04681,Anay Singhal,anay.singhal@college.edu,AI_ML,118,BTech
STU04682,Baljiwan Raj,baljiwan.raj@college.edu,AI_ML,143,BTech
STU04683,Aashi Yogi,aashi.yogi@college.edu,Civil_Engineering,207,BTech
STU04684,Chavvi Mukherjee,chavvi.mukherjee@college.edu,IT,82,MTech
STU04685,Reva Buch,reva.buch@college.edu,Civil_Engineering,126,BTech
STU04686,Manthan Kumar,manthan.kumar@college.edu,Aeronautical_Engineering,167,MTech
STU04687,Ekiya Bawa,ekiya.bawa@college.edu,Computer_Science,103,BTech
STU04688,Advika Rama,advika.rama@college.edu,Data_Science,40,BTech
STU04689,Advaith Lal,advaith.lal@college.edu,Mechanical,114,BTech
STU04690,Ekansh Devi,ekansh.devi@college.edu,Aeronautical_Engineering,120,BTech
STU04691,Arin Raj,arin.raj@college.edu,Aeronautical_Engineering,167,BTech
STU04692,Rachit Murthy,rachit.murthy@college.edu,Civil_Engineering,273,BTech
STU04693,Bhavani Borde,bhavani.borde@college.edu,Computer_Science,227,BTech
STU04694,Aachal Joshi,aachal.joshi@college.edu,Data_Science,141,BTech
STU04695,Laksh Ramesh,laksh.ramesh@college.edu,AI_ML,142,MTech
STU04696,Balhaar Mallick,balhaar.mallick@college.edu,Civil_Engineering,130,BTech
STU04697,Janya Chhabra,janya.chhabra@college.edu,Cyber_Security,159,BTech
STU04698,Nirja Wali,nirja.wali@college.edu,IT,194,MTech
STU04699,Falan Kakar,falan.kakar@college.edu,AI_ML,61,BTech
STU04700,Aditya Sanghvi,aditya.sanghvi@college.edu,Data_Science,141,BTech
STU04701,Veer Jani,veer.jani@college.edu,AI_ML,141,BTech
STU04702,Brijesh Devan,brijesh.devan@college.edu,Mechanical,63,MTech
STU04703,Hamsini Issac,hamsini.issac@college.edu,Mechanical,85,BTech
STU04704,Anthony Dayal,anthony.dayal@college.edu,Electronics,136,BTech
STU04705,Ekaraj Wason,ekaraj.wason@college.edu,Data_Science,58,BTech
STU04706,Chaitaly Chandran,chaitaly.chandran@college.edu,Mechanical,146,BTech
STU04707,Nihal Kala,nihal.kala@college.edu,Cyber_Security,120,BTech
STU04708,Viraj Issac,viraj.issac@college.edu,IT,120,BTech
STU04709,Chanakya Karpe,chanakya.karpe@college.edu,Computer_Science,176,BTech
STU04710,Chaman Ramakrishnan,chaman.ramakrishnan@college.edu,AI_ML,290,BTech
STU04711,Kabir Kari,kabir.kari@college.edu,Mechanical,174,BTech
STU04712,Jhalak Sarraf,jhalak.sarraf@college.edu,Cyber_Security,172,BTech
STU04713,Ayaan Mann,ayaan.mann@college.edu,Data_Science,69,BTech
STU04714,Noah Rana,noah.rana@college.edu,Electronics,173,BTech
STU04715,Nirja Koshy,nirja.koshy@college.edu,Mechanical,66,BTech
STU04716,Mason Borah,mason.borah@college.edu,Computer_Science,120,BTech
STU04717,Upadhriti Johal,upadhriti.johal@college.edu,Aeronautical_Engineering,237,BTech
STU04718,Bimala Suri,bimala.suri@college.edu,Mechanical,103,BTech
STU04719,Aayush Singh,aayush.singh@college.edu,Electronics,94,BTech
STU04720,Yoshita Varma,yoshita.varma@college.edu,IT,74,MTech
STU04721,Kritika Dutt,kritika.dutt@college.edu,Computer_Science,123,BTech
STU04722,Sara Deshmukh,sara.deshmukh@college.edu,Data_Science,246,BTech
STU04723,Wriddhish Madan,wriddhish.madan@college.edu,IT,136,BTech
STU04724,Onveer Mohan,onveer.mohan@college.edu,Mechanical,35,BTech
STU04725,Samuel Sandal,samuel.sandal@college.edu,Data_Science,299,BTech
STU04726,Dev Ratta,dev.ratta@college.edu,Cyber_Security,141,BTech
STU04727,Gabriel Sehgal,gabriel.sehgal@college.edu,Mechanical,180,BTech
STU04728,Krishna Dyal,krishna.dyal@college.edu,Cyber_Security,73,MTech
STU04729,Kamya De,kamya.de@college.edu,Cyber_Security,93,BTech
STU04730,Dakshesh Oommen,dakshesh.oommen@college.edu,Civil_Engineering,110,BTech
STU04731,Agastya Gandhi,agastya.gandhi@college.edu,Mechanical,116,BTech
STU04732,Rachita Chawla,rachita.chawla@college.edu,Aeronautical_Engineering,142,BTech
STU04733,Jagvi Keer,jagvi.keer@college.edu,Electronics,31,MTech
STU04734,Ekanta Madan,ekanta.madan@college.edu,Mechanical,151,BTech
STU04735,Rushil Sundaram,rushil.sundaram@college.edu,AI_ML,247,MTech
STU04736,Bakhshi Varghese,bakhshi.varghese@college.edu,Data_Science,76,BTech
STU04737,Nihal Hayre,nihal.hayre@college.edu,Cyber_Security,160,BTech
STU04738,Nitesh Morar,nitesh.morar@college.edu,Data_Science,151,MTech
STU04739,Gabriel Viswanathan,gabriel.viswanathan@college.edu,AI_ML,61,BTech
STU04740,Ansh Handa,ansh.handa@college.edu,Mechanical,96,BTech
STU04741,Krishna Chawla,krishna.chawla@college.edu,Cyber_Security,95,BTech
STU04742,Frado Raj,frado.raj@college.edu,Electronics,221,BTech
STU04743,Harish Kothari,harish.kothari@college.edu,AI_ML,171,BTech
STU04744,Hemangini Shah,hemangini.shah@college.edu,Civil_Engineering,176,BTech
STU04745,Pahal Chad,pahal.chad@college.edu,Aeronautical_Engineering,171,MTech
STU04746,Sneha Sunder,sneha.sunder@college.edu,Electronics,61,BTech
STU04747,Aarnav Srinivasan,aarnav.srinivasan@college.edu,Data_Science,249,BTech
STU04748,Madhavi Roy,madhavi.roy@college.edu,Computer_Science,259,BTech
STU04749,Upma Kamdar,upma.kamdar@college.edu,Computer_Science,171,BTech
STU04750,Harinakshi Chakrabarti,harinakshi.chakrabarti@college.edu,IT,268,BTech
STU04751,Abha Dara,abha.dara@college.edu,AI_ML,173,BTech
STU04752,Benjamin Thaker,benjamin.thaker@college.edu,IT,80,BTech
STU04753,Aadi Kala,aadi.kala@college.edu,Data_Science,279,BTech
STU04754,Rehaan Banerjee,rehaan.banerjee@college.edu,Mechanical,160,BTech
STU04755,Odika Kanda,odika.kanda@college.edu,IT,127,BTech
STU04756,Anjali Choudhry,anjali.choudhry@college.edu,Civil_Engineering,86,BTech
STU04757,Bishakha Choudhary,bishakha.choudhary@college.edu,Computer_Science,136,BTech
STU04758,Nitara Shanker,nitara.shanker@college.edu,Cyber_Security,124,BTech
STU04759,Yadavi Mahajan,yadavi.mahajan@college.edu,Aeronautical_Engineering,103,BTech
STU04760,Aadhya Bansal,aadhya.bansal@college.edu,AI_ML,82,BTech
STU04761,Harinakshi Thaker,harinakshi.thaker@college.edu,Cyber_Security,164,BTech
STU04762,Neelima Sem,neelima.sem@college.edu,Electronics,94,BTech
STU04763,Chanchal Ramaswamy,chanchal.ramaswamy@college.edu,AI_ML,139,BTech
STU04764,Samuel Bahri,samuel.bahri@college.edu,Civil_Engineering,44,BTech
STU04765,Tripti Mital,tripti.mital@college.edu,Civil_Engineering,246,BTech
STU04766,Anirudh Talwar,anirudh.talwar@college.edu,Mechanical,62,BTech
STU04767,Nidra Bahri,nidra.bahri@college.edu,Mechanical,78,BTech
STU04768,Veda Nagi,veda.nagi@college.edu,Electronics,115,BTech
STU04769,Charles Bains,charles.bains@college.edu,AI_ML,168,BTech
STU04770,Raagini Chokshi,raagini.chokshi@college.edu,Computer_Science,182,BTech
STU04771,Ekanta Rana,ekanta.rana@college.edu,Cyber_Security,193,BTech
STU04772,Yochana Patel,yochana.patel@college.edu,Cyber_Security,124,MTech
STU04773,Ridhi Jani,ridhi.jani@college.edu,Mechanical,269,BTech
STU04774,Nikita Parikh,nikita.parikh@college.edu,Aeronautical_Engineering,146,BTech
STU04775,Ishita Chana,ishita.chana@college.edu,Mechanical,157,BTech
STU04776,Anusha Rama,anusha.rama@college.edu,AI_ML,129,BTech
STU04777,Libni Kaur,libni.kaur@college.edu,Civil_Engineering,32,BTech
STU04778,Champak Ray,champak.ray@college.edu,Cyber_Security,160,BTech
STU04779,Gayathri Vora,gayathri.vora@college.edu,Computer_Science,280,BTech
STU04780,Orinder Ganesh,orinder.ganesh@college.edu,Aeronautical_Engineering,73,BTech
STU04781,Frederick Tata,frederick.tata@college.edu,Mechanical,118,BTech
STU04782,Jack Buch,jack.buch@college.edu,Mechanical,197,BTech
STU04783,Girik Khalsa,girik.khalsa@college.edu,Mechanical,110,BTech
STU04784,Eshana Master,eshana.master@college.edu,Civil_Engineering,68,BTech
STU04785,Girish Babu,girish.babu@college.edu,Cyber_Security,232,BTech
STU04786,Om Bhandari,om.bhandari@college.edu,Cyber_Security,124,BTech
STU04787,Frado Subramaniam,frado.subramaniam@college.edu,Computer_Science,64,BTech
STU04788,Chaitaly Tak,chaitaly.tak@college.edu,Computer_Science,120,BTech
STU04789,Vritti Banerjee,vritti.banerjee@college.edu,Civil_Engineering,73,BTech
STU04790,Zayyan Atwal,zayyan.atwal@college.edu,Data_Science,102,BTech
STU04791,Maanas Chad,maanas.chad@college.edu,Data_Science,140,MTech
STU04792,Tripti Mallick,tripti.mallick@college.edu,Mechanical,146,BTech
STU04793,Pavani Kumer,pavani.kumer@college.edu,Mechanical,58,MTech
STU04794,Girish Dada,girish.dada@college.edu,Data_Science,109,MTech
STU04795,Azaan Rout,azaan.rout@college.edu,Aeronautical_Engineering,122,BTech
STU04796,Indira Rout,indira.rout@college.edu,Mechanical,146,MTech
